name,ts,r95,eflux100,glat,glon,nbb,delta,variability,pindex,curvature,singlat,category,uwname
4FGL J0037.2-2653,33.6698,0.0964641,1.28953e-12,-86.6316,39.1529,19,0.255268,9.60816,2.4883,0.0135924,-0.998272,unid,J0036.4-2642
4FGL J0037.6+3653,59.8881,0.0959204,1.17443e-12,-25.8603,119.865,2,0.032861,18.7771,2.17067,0.328375,-0.436179,fsrq,J0037.6+3655
4FGL J0037.8+1239,506.124,0.0301023,6.95882e-12,-50.0906,117.77,5,0.00766145,67.1373,2.16608,-0.000294095,-0.767059,bll,J0037.8+1238
4FGL J0037.9+2612,85.2586,0.0930468,2.40661e-12,-36.5283,119.038,3,0.105962,12.2422,2.43855,0.0209074,-0.59522,bll,J0037.4+2614
4FGL J0038.1+0012,369.525,0.0255664,4.34476e-12,-62.4602,115.71,2,0.017404,16.8068,1.93783,0.0402607,-0.88669,bll,J0038.1+0013
4FGL J0038.2-2459,11163.2,0.0131566,3.3023e-11,-86.3478,67.9438,47,0.000725987,4113.29,2.17465,0.0906391,-0.997969,fsrq,J0038.2-2459
4FGL J0038.7-0204,94.5433,0.199026,2.04105e-12,-64.4684,115.607,2,0.296653,19.7244,2.64715,0.976249,-0.902348,bcu,J0038.8-0146
4FGL J0039.0-0946,211.732,0.0859908,4.64494e-12,-72.3431,112.758,1,0.0659089,22.5622,2.84057,0.02577,-0.95289,fsrq,J0038.9-0943
4FGL J0039.1-2219,172.862,0.0456446,2.92227e-12,-84.4379,92.0401,6,0.00595197,15.2619,1.99331,-0.0616945,-0.995292,bll,J0039.1-2219
4FGL J0039.1+6257,853.259,0.0281948,9.65798e-12,0.119176,121.531,1,0.00541252,11.3073,2.25367,0.574555,0.00208001,unid,J0039.1+6257
4FGL J0039.1+4330,104.53,0.0447847,1.52529e-12,-19.3056,120.576,3,0.00524365,32.7845,1.98167,0.233609,-0.330606,bcu,J0039.1+4330
4FGL J0039.7+4203,34.5368,0.083279,1.53801e-12,-20.7537,120.619,1,0.00311469,17.6387,2.41884,-0.0099578,-0.354351,unid,J0039.7+4203
4FGL J0040.2-2725,55.1706,0.0606837,1.31817e-12,-87.471,25.9495,9,0.0339201,5.95786,2.17768,-0.0149863,-0.999026,unid,J0040.1-2724
4FGL J0040.3+4050,130.785,0.0306524,2.70139e-12,-21.9971,120.659,1,0.0213893,17.3782,2.00921,-0.0639653,-0.374559,bll,J0040.2+4049
4FGL J0040.4-2340,109.825,0.0512892,2.95051e-12,-85.7341,86.5966,24,0.00523662,29.3995,2.60304,-0.0726862,-0.99723,bll,J0040.4-2339
4FGL J0040.7-7157,64.0411,0.0565243,1.03303e-12,-45.1359,304.1,3,0.00307848,20.4279,1.98575,0.218506,-0.708782,unid,J0040.7-7158
4FGL J0040.9+3203,33.8567,0.0834081,1.05542e-12,-30.7024,120.443,2,0.103902,20.9925,2.20638,0.135956,-0.510579,bcu,J0041.3+3207
4FGL J0041.3+6052,248.213,0.0930126,6.52029e-12,-1.93992,121.741,3,0.0451148,7.35855,2.71506,0.896173,-0.0338515,bcu,J0041.6+6054
4FGL J0041.4+3800,51.4136,0.0350213,1.06834e-12,-24.8193,120.762,2,0.00816387,16.6829,1.86756,-0.01691,-0.419757,fsrq,J0041.4+3800
4FGL J0041.7-1607,36.3763,0.0519127,6.60472e-13,-78.7705,110.861,5,0.0100501,17.4249,1.75312,0.1447,-0.980855,bcu,J0041.7-1607
4FGL J0041.9-4702,65.6231,0.0481437,9.32523e-13,-70.0052,307.706,3,0.0165391,8.50095,1.56628,0.29324,-0.939723,bll,J0041.8-4702
4FGL J0042.0+3640,68.8293,0.0370694,1.77364e-12,-26.1549,120.854,1,0.0238174,7.83602,2.19894,-0.0296612,-0.440799,bll,J0042.1+3640
4FGL J0042.2+2319,316.194,0.032043,3.97167e-12,-39.4792,120.179,5,0.0195499,22.4469,2.18292,0.0466592,-0.635799,fsrq,J0042.1+2320
4FGL J0042.3+3509,30.7136,0.073264,6.81215e-13,-27.6744,120.842,1,0.00945694,14.72,1.48251,1.00001,-0.464446,unid,J0042.3+3509
4FGL J0043.2+4114,97.7599,0.103152,1.71148e-12,-21.6615,121.303,2,0.0596281,5.73538,2.4618,0.641668,-0.369122,other,J0043.3+4111
4FGL J0043.5-0442,138.568,0.0486049,3.8599e-12,-67.5115,117.745,1,0.0198803,16.8687,2.61817,-0.0972786,-0.923956,bll,J0043.4-0443
4FGL J0043.6+2223,58.1565,0.0594995,1.7567e-12,-40.4265,120.581,5,0.0271588,20.71,2.33727,-0.000146936,-0.648472,bcu,J0043.6+2224
4FGL J0043.7-1116,154.867,0.0435673,2.00723e-12,-74.0439,116.023,1,0.00635821,18.7106,1.81446,0.175943,-0.961473,bll,J0043.7-1116
4FGL J0043.8+3425,4924.17,0.013218,2.60366e-11,-28.4118,121.159,21,0.00305963,344.502,1.92356,0.0486573,-0.475806,fsrq,J0043.8+3426
4FGL J0044.2-8424,55.0433,0.084034,2.22921e-12,-32.7376,303.116,3,0.0238944,60.3043,2.52898,0.0857774,-0.540792,fsrq,J0045.1-8423
4FGL J0044.8+6802,131.179,0.0426324,6.75315e-12,5.17073,122.312,7,0.00517472,41.5815,2.53969,0.0596001,0.0901239,bcu,J0044.8+6802
4FGL J0044.9+4553,48.7092,0.12397,1.72367e-12,-16.9094,121.737,3,0.0555946,10.8685,2.41671,0.117424,-0.290859,bcu,J0044.8+4556
4FGL J0045.1-3706,391.861,0.0489705,4.75699e-12,-79.9363,310.144,10,0.00868551,193.843,2.52681,0.05542,-0.984614,fsrq,J0045.1-3706
4FGL J0045.3+2128,2288.71,0.0139806,1.44582e-11,-41.3769,121.05,6,0.00634786,255.54,1.72674,0.0642133,-0.661009,bll,J0045.3+2128
4FGL J0045.7+1217,1045.65,0.0191409,9.98551e-12,-50.5559,120.739,7,0.0027864,60.1105,1.92596,0.0259697,-0.772245,bll,J0045.7+1217
4FGL J0045.8-1324,38.2772,0.0659918,5.5396e-13,-76.2206,117.236,4,0.0089072,13.0713,1.93873,0.441221,-0.97122,unid,J0045.8-1324
4FGL J0045.9-2021,78.883,0.0527758,1.54353e-12,-83.1108,112.156,1,0.0116323,14.6798,2.03595,0.0225036,-0.99278,unid,J0045.9-2021
4FGL J0046.7-7048,33.74,0.0685385,7.62072e-13,-46.199,303.496,2,0.110562,12.7606,1.8534,0.0824564,-0.721748,unid,J0046.6-7055
4FGL J0046.9+0705,37.3787,0.078458,9.37229e-13,-55.7636,120.908,2,0.027919,24.4142,2.16998,0.238982,-0.826724,unid,J0046.8+0705
4FGL J0047.0+5657,492.581,0.0238777,7.431e-12,-5.91075,122.327,5,0.00440964,124.229,2.19585,0.0758492,-0.102979,bll,J0047.0+5657
4FGL J0047.1-6203,4704.87,0.0118844,2.01057e-11,-54.4261,302.967,4,0.808936,14.8957,1.68424,0.0699819,-0.813366,bcu,J0051.2-6242
4FGL J0047.3+6943,55.6524,0.0379851,1.96319e-12,6.85,122.565,2,0.0076582,12.754,1.97332,-0.0176453,0.11927,other,J0047.2+6943
4FGL J0047.5-2517,888.607,0.0238457,6.7264e-12,-87.9756,97.1181,6,0.0173162,13.8094,2.09164,0.089428,-0.999376,other,J0047.5-2518
4FGL J0047.9+3947,720,0.0202974,6.64808e-12,-23.0668,122.204,4,0.00876633,92.2143,1.90183,0.0307701,-0.391804,bll,J0047.9+3947
4FGL J0047.9+5448,57.0429,0.0412299,1.28109e-12,-8.06878,122.414,2,0.0104357,13.863,1.61844,0.00395728,-0.140362,bcu,J0047.8+5447
4FGL J0047.9+2233,165.132,0.0494519,3.58146e-12,-40.3096,121.897,8,0.00995054,135.348,2.42668,0.0249282,-0.646917,fsrq,J0048.0+2233
4FGL J0048.6-6347,304.628,0.0366025,2.30424e-12,-53.378,303.472,1,0.0473176,7.85593,2.00432,0.306535,-0.802589,unid,J0048.5-6344
4FGL J0048.6-2427,127.156,0.0441582,1.80129e-12,-87.2441,109.406,4,0.0188201,13.2757,1.99084,0.116767,-0.998843,bcu,J0048.6-2426
4FGL J0049.0+2252,102.557,0.0433204,2.26685e-12,-39.9774,122.21,5,0.0186622,12.814,2.27185,0.0342744,-0.642486,bll,J0049.0+2253
4FGL J0049.1+4223,61.9945,0.045684,1.06862e-12,-20.5073,122.496,5,0.0350502,12.7892,1.7458,0.247984,-0.350326,bll,J0049.2+4221
4FGL J0049.4-5402,183.869,0.043506,2.15324e-12,-63.0944,303.542,1,0.018743,25.1021,2.12582,0.114791,-0.891753,bll,J0049.5-5401
4FGL J0049.5-4150,53.7181,0.0668429,1.03491e-12,-75.2607,304.258,3,0.018189,9.24402,1.95408,0.102856,-0.967093,bcu,J0049.6-4151
4FGL J0049.6-4500,112.409,0.0719811,2.25891e-12,-72.1368,304.021,4,0.0307187,19.6662,2.62253,0.0954656,-0.951792,fsrq,J0049.5-4459
4FGL J0049.7+0237,2964.31,0.0184859,1.66931e-11,-60.2506,122.058,20,0.01547,262.578,2.06322,0.0701051,-0.868204,bll,J0049.7+0237
4FGL J0050.0-5736,2244.69,0.0215686,1.22227e-11,-59.4877,303.301,14,0.0238235,947.925,2.36874,0.0635962,-0.86152,fsrq,J0050.0-5738
4FGL J0050.4-0452,855.107,0.0316827,8.46259e-12,-67.7553,122.28,20,0.00426583,243.498,2.29458,0.0905461,-0.925576,fsrq,J0050.4-0453
4FGL J0050.7-0929,8033.34,0.0125742,3.42019e-11,-72.3574,122.334,14,0.00715238,170.838,1.9648,0.0485518,-0.952965,bll,J0050.7-0929
4FGL J0050.8+3330,75.0394,0.0526001,1.79624e-12,-29.6069,124.627,9,1.61959,8.84263,2.26634,0.0976021,-0.494046,unid,J0058.4+3314
4FGL J0050.8-3428,110.277,0.0473799,1.14797e-12,-81.7495,291.368,3,1.91595,19.2926,1.87312,0.302838,-0.98965,bcu,J0059.5-3511
4FGL J0051.1-0648,781.199,0.0328081,8.34569e-12,-69.6908,122.689,16,0.0122894,188.643,2.34951,0.10885,-0.937833,fsrq,J0051.0-0649
4FGL J0051.2-6242,4704.87,0.0118844,2.01057e-11,-54.4261,302.967,4,0.00440376,171.334,1.68424,0.0699819,-0.813366,bll,J0051.2-6242
4FGL J0051.5-4220,458.82,0.0517878,4.59274e-12,-74.6731,303.006,10,0.114858,170.526,2.64155,0.236918,-0.964434,fsrq,J0051.3-4227
4FGL J0052.1+6444,114.708,0.0760692,3.39571e-12,1.88112,123.031,1,0.0230886,14.9359,2.31894,0.741352,0.0328259,unid,J0052.3+6445
4FGL J0052.9-6644,95.4555,0.0372197,1.20721e-12,-50.3571,302.644,2,0.0452021,11.6836,1.7397,0.0784203,-0.770035,bcu,J0053.2-6646
4FGL J0054.4+8627,232.878,0.0740406,4.627e-12,23.6084,122.984,7,0.0267591,33.2634,2.74975,0.168728,0.400483,bcu,J0054.5+8628
4FGL J0054.4-1503,38.2772,0.0659918,5.5396e-13,-76.2206,117.236,4,2.65922,11.4011,1.93873,0.441221,-0.97122,unid,J0045.8-1324
4FGL J0054.7-2455,1213.55,0.0167238,9.09399e-12,-87.6776,142.053,2,0.00367837,26.3489,1.743,0.0538811,-0.999179,bll,J0054.7-2455
4FGL J0054.8-1954,53.2287,0.252464,2.06078e-12,-82.8565,129.511,3,0.119417,31.3049,2.83079,-0.017356,-0.992238,bcu,J0054.9-2001
4FGL J0055.1-1219,820.127,0.0300111,6.9785e-12,-75.1427,126.508,13,0.0286352,263.789,2.27239,0.0975022,-0.966567,bcu,J0055.1-1217
4FGL J0055.7+4507,31.8187,0.0537626,5.6147e-13,-17.7736,123.721,10,0.0345842,10.5958,1.68646,0.488213,-0.305256,unid,J0055.6+4505
4FGL J0056.3-0935,930.126,0.0200006,8.69176e-12,-72.4467,126.952,2,0.0137058,42.7498,1.83178,0.0364775,-0.953437,bll,J0056.3-0936
4FGL J0056.4-2118,1343.25,0.0196327,7.97176e-12,-84.0438,134.462,4,0.0211653,39.8993,1.81916,0.141999,-0.994602,bll,J0056.5-2117
4FGL J0056.5-3936,48.9553,0.10247,9.22493e-13,-77.4495,298.226,1,0.0364669,12.4618,2.1914,0.211692,-0.976105,bll,J0056.7-3937
4FGL J0056.6-4452,71.038,0.0687814,7.83602e-13,-72.2039,299.829,3,0.0358485,14.9836,2.08946,0.599362,-0.95215,bll,J0056.7-4453
4FGL J0056.6-5317,126.716,0.0444035,1.40256e-12,-63.8136,301.166,4,0.00293264,32.7723,2.00079,0.192056,-0.897363,bcu,J0056.6-5317
4FGL J0056.8+1626,74.0244,0.0671265,2.34351e-12,-46.4068,124.824,1,0.0191807,15.2674,2.48806,0.00601726,-0.724254,bll,J0056.8+1626
4FGL J0057.0+4101,52.7762,0.0606751,1.00112e-12,-21.8529,124.07,3,0.0122118,18.8467,2.0499,0.184357,-0.372225,bcu,J0057.0+4100
4FGL J0057.3+2216,78.4425,0.0586191,1.54135e-12,-40.5222,124.761,2,0.0584873,19.2567,1.73717,0.0766332,-0.649742,bcu,J0057.4+2219
4FGL J0057.5+6814,31.2723,0.493402,4.30541e-12,4.75915,123.808,1,0.685312,9.87767,2.04508,0.594481,0.0829673,unid,J0100.6+6736
4FGL J0057.7+3023,139.493,0.0659566,3.3679e-12,-32.4557,124.555,5,0.00269054,10.4416,2.3912,-0.000764962,-0.536647,bcu,J0057.7+3023
4FGL J0057.9+6326,107.417,0.0334746,2.55382e-12,0.567633,123.653,3,0.0131136,16.0389,1.84447,0.109839,0.00990691,unid,J0057.8+6325
4FGL J0058.0-0539,300.963,0.041906,5.87368e-12,-68.4724,127.451,7,0.0141583,72.5808,2.57461,-0.0350368,-0.930241,fsrq,J0058.0-0539
4FGL J0058.0-3233,2123.75,0.0197683,1.05121e-11,-84.3805,288.542,8,0.00419781,85.3136,2.07076,0.109013,-0.995194,bll,J0058.0-3233
4FGL J0058.1+6915,69.8133,0.176823,5.58009e-12,6.31972,123.271,2,0.271732,18.6781,2.90892,0.171602,0.110076,unid,J0055.2+6911
4FGL J0058.3+1723,37.3818,0.0488433,8.21692e-13,-45.4525,125.274,1,0.00347427,9.57217,1.4878,0.393885,-0.712669,bll,J0058.3+1723
4FGL J0058.3-4603,43.9176,0.0685001,7.02464e-13,-70.9756,299.272,2,0.0484055,20.4699,1.88854,0.21684,-0.94538,unid,J0058.3-4606
4FGL J0058.4+3315,75.0394,0.0526001,1.79624e-12,-29.6069,124.627,9,0.0127804,81.9938,2.26634,0.0976021,-0.494046,fsrq,J0058.4+3314
4FGL J0058.6-1140,53.9751,0.0592044,1.53287e-12,-74.4677,129.436,2,0.016581,7.94584,2.149,-0.0105739,-0.96348,bcu,J0058.5-1141
4FGL J0059.2+0006,157.408,0.0619122,4.53588e-12,-62.6725,127.174,21,0.0186481,18.4358,2.93851,-0.000221659,-0.888397,fsrq,J0059.2+0008
4FGL J0059.3-0152,181.745,0.0282387,2.71622e-12,-64.6632,127.535,4,0.0129928,11.4311,1.58754,0.153665,-0.903808,bll,J0059.3-0151
4FGL J0059.4-5654,1315.22,0.0354306,8.958e-12,-60.151,300.783,16,0.0429408,100.922,2.45146,0.185384,-0.86734,unid,J0059.2-5656
4FGL J0059.5-3512,110.277,0.0473799,1.14797e-12,-81.7495,291.368,3,0.0163068,18.8185,1.87312,0.302838,-0.98965,bll,J0059.5-3511
4FGL J0059.5-3338,44.2276,0.164773,1.80762e-12,-83.2954,288.684,1,0.0502485,17.2804,2.80386,-0.0604354,-0.993161,fsrq,J0059.3-3336
4FGL J0059.7-7210,93.8598,0.132415,1.68054e-12,-44.8563,302.188,1,0.132301,8.5384,2.5539,1.00023,-0.705332,other,J0058.3-7215
4FGL J0100.3+0745,2593.53,0.0154276,1.49234e-11,-55.0471,126.796,5,0.00706923,66.6681,1.84534,0.121223,-0.819623,bll,J0100.3+0745
4FGL J0101.0-0059,48.3249,0.0756309,1.23292e-12,-63.7135,128.422,11,0.0516811,19.9826,1.94961,0.131728,-0.896591,bll,J0101.1-0056
4FGL J0101.1-6422,4694.22,0.0171357,1.25588e-11,-52.7178,301.192,2,0.00931978,10.4727,1,0.32603,-0.795661,psr,J0101.1-6422
4FGL J0101.3-8019,73.1517,0.164736,2.74211e-12,-36.7947,302.413,1,4.45963e-05,19.614,2.86854,0.188928,-0.59895,fsrq,J0101.3-8019
4FGL J0101.7-5455,48.8114,0.0451798,7.69464e-13,-62.1252,299.784,4,0.0204769,11.9235,1.5818,0.145175,-0.883971,bll,J0101.6-5456
4FGL J0101.8-7543,26.8231,0.267601,1.12353e-12,-41.4618,301.909,1,0.149199,16.3316,2.63561,0.514967,-0.662121,fsrq,J0103.8-7538
4FGL J0102.0-6240,62.3052,0.0551442,8.80763e-13,-54.4183,300.904,1,0.0383208,27.5095,1.94707,0.203718,-0.813287,unid,J0101.7-6240
4FGL J0102.0+1639,60.3351,0.0660338,1.30329e-12,-46.1385,126.684,3,0.0475175,17.7213,2.15878,0.136722,-0.721017,bcu,J0102.2+1639
4FGL J0102.1+5846,104.091,0.0598079,7.13105e-12,-4.03899,124.32,22,0.0259597,20.3023,2.57924,-0.015533,-0.0704353,bcu,J0102.1+5848
4FGL J0102.1+4458,25.6779,0.0816621,4.85415e-13,-17.8624,124.871,1,0.0542121,18.8628,1.90397,1.00008,-0.306731,unid,J0101.8+4458
4FGL J0102.3+1000,159.86,0.0346453,1.88056e-12,-52.7794,127.413,1,0.0189355,17.6373,1.80556,0.483336,-0.796313,unid,J0102.4+0959
4FGL J0102.4+4214,265.845,0.0607351,4.6189e-12,-20.5753,125.116,10,0.0169393,188.731,2.59396,0.229099,-0.351438,fsrq,J0102.4+4214
4FGL J0102.4+0942,97.1423,0.0436696,2.89352e-12,-53.0438,127.393,1,0.0401995,18.8038,2.28576,-0.0465701,-0.799096,bll,J0102.3+0944
4FGL J0102.6-5639,76.1684,0.0648978,1.00443e-12,-60.3704,299.804,5,0.0354145,17.7303,1.96193,0.354163,-0.86924,bcu,J0102.7-5641
4FGL J0102.7-2001,44.2825,0.0419503,7.03018e-13,-82.4451,143.747,1,0.0174414,21.5134,1.38596,0.778393,-0.991319,bcu,J0102.8-2002
4FGL J0102.8+5824,6487.09,0.014302,4.45762e-11,-4.43315,124.424,35,0.00360482,952.983,2.2928,0.0653591,-0.0772958,fsrq,J0102.7+5824
4FGL J0102.8+4839,2446.1,0.0173121,1.46494e-11,-14.1691,124.886,1,0.00930637,7.03848,1.39327,0.213931,-0.244785,psr,J0102.9+4839
4FGL J0102.9-7051,58.81,0.104835,7.72242e-13,-46.2688,301.488,1,0.0645064,22.7821,2.14737,0.740841,-0.722591,other,J0103.5-7049
4FGL J0103.1+4954,93.6769,0.0687628,3.68612e-12,-12.8884,124.852,2,0.0308097,37.0523,2.63793,0.027987,-0.223052,bcu,J0103.0+4956
4FGL J0103.5+1526,82.4743,0.0416297,1.68466e-12,-47.3408,127.243,1,0.0108296,5.93161,2.04674,0.0931141,-0.735398,bll,J0103.5+1525
4FGL J0103.5+5337,632.746,0.0164981,7.33246e-12,-9.21114,124.758,2,0.0150686,47.2365,1.74616,0.0844695,-0.160073,bll,J0103.5+5337
4FGL J0103.8+1321,106.608,0.0503087,2.06103e-12,-49.4088,127.561,3,0.015413,48.1593,2.10606,0.0582128,-0.759371,bll,J0103.8+1321
4FGL J0104.6-0818,46.2791,0.291856,2.37169e-12,-70.8806,132.581,2,0.140977,14.5579,3,0.0554235,-0.944838,unid,J0104.1-0814
4FGL J0104.8-2215,30.926,0.0911089,4.8693e-13,-84.2626,155.61,5,0.00743192,74.5848,2.01066,0.605748,-0.994991,unid,J0104.8-2215
4FGL J0104.8-2416,334.436,0.0624241,4.48491e-12,-85.8376,170.445,6,0.0107595,95.4967,2.5444,0.138446,-0.997362,fsrq,J0104.9-2416
4FGL J0105.1+3929,536.814,0.0306898,5.69669e-12,-23.3022,125.826,8,0.0108729,196.118,2.2457,0.0868787,-0.395581,bll,J0105.2+3929
4FGL J0105.5+1912,585.484,0.026924,5.17224e-12,-44.4154,128.835,2,1.27781,28.7941,1.89301,0.173445,-0.699856,bcu,J0109.1+1815
4FGL J0105.9+3403,48.3422,0.126997,2.0651e-12,-28.7109,126.356,15,2.0433e-05,70.0204,2.7566,0.114992,-0.480391,bcu,J0105.9+3403
4FGL J0106.1+1131,70.7803,0.0518107,1.10643e-12,-51.1619,128.697,2,0.0168314,16.5076,2.02479,0.288898,-0.778922,unid,J0106.1+1132
4FGL J0106.4+4855,4735.88,0.0145233,1.90996e-11,-13.8648,125.47,1,0.00632301,6.29237,1,0.347096,-0.239632,psr,J0106.4+4855
4FGL J0106.9-4832,30.6187,0.103881,3.82654e-13,-68.4053,295.985,3,0.0288722,17.6137,2.20402,1.00014,-0.929811,bcu,J0106.8-4830
4FGL J0107.3-1210,73.0025,0.0719832,1.51823e-12,-74.5808,137.644,4,0.0200404,20.2608,2.1791,0.109191,-0.964006,bll,J0107.2-1209
4FGL J0107.4+0334,100.897,0.0501207,2.66048e-12,-59.0494,130.713,26,0.0145479,60.522,2.30683,-0.0479375,-0.857611,bll,J0107.4+0334
4FGL J0107.4+0459,44.5817,0.0637268,1.0338e-12,-57.6853,130.365,3,0.041835,13.8928,1.8016,0.102526,-0.845125,unid,J0107.3+0457
4FGL J0107.6+4950,33.6896,0.0605877,1.64164e-12,-12.9575,125.613,5,0.0121124,12.5202,2.31906,-0.0107003,-0.224228,bcu,J0107.6+4949
4FGL J0108.1-0039,103.207,0.0928479,3.18363e-12,-63.2407,132.241,23,0.0152999,13.0668,2.68072,0.104791,-0.892906,fsrq,J0108.1-0040
4FGL J0108.6+0134,52321.8,0.0103457,1.19955e-10,-60.9901,131.824,93,0.00947643,14536.5,2.44581,0.16102,-0.874536,fsrq,J0108.6+0135
4FGL J0109.1+1815,585.484,0.026924,5.17224e-12,-44.4154,128.835,2,0.0118767,14.8498,1.89301,0.173445,-0.699856,bll,J0109.1+1815
4FGL J0109.3+2401,88.757,0.0397578,2.35848e-12,-38.6758,128.132,5,0.0276962,22.8714,2.27334,-0.0424716,-0.624913,bcu,J0109.2+2400
4FGL J0109.7+6133,1692.82,0.0297716,2.51738e-11,-1.2424,125.096,31,0.0205472,1086.42,2.62601,0.248341,-0.0216822,fsrq,J0109.6+6133
4FGL J0110.0-5246,70.1372,0.113064,1.19301e-12,-64.1238,296.544,2,0.0295117,25.3672,1.18258,0.312462,-0.899739,unid,J0109.8-5246
4FGL J0110.0-4019,152.248,0.0321496,2.08201e-12,-76.2528,287.876,3,0.013455,19.0102,1.81185,0.0212577,-0.971354,bll,J0110.0-4019
4FGL J0110.1+6805,2186.85,0.0126158,2.13189e-11,5.29069,124.689,3,0.00347154,28.1544,1.97991,0.0108191,0.0922088,bll,J0110.2+6805
4FGL J0110.2+4151,47.3579,0.0454692,1.32513e-12,-20.8725,126.659,2,0.0158533,17.463,1.99817,-0.0770488,-0.356289,bll,J0110.1+4151
4FGL J0110.6+0415,28.6937,0.0583987,7.77281e-13,-58.277,132.072,6,1.44122e-05,11.0523,1.82283,0.0950864,-0.8506,unid,J0110.6+0415
4FGL J0110.7-1254,154.218,0.0330569,2.60243e-12,-75.0857,141.573,5,0.0139613,18.1143,2.01123,-0.00850345,-0.966312,bll,J0110.8-1255
4FGL J0110.9+4344,58.8971,0.0583388,1.75765e-12,-18.9813,126.628,1,0.0187931,17.9659,2.19617,0.00459514,-0.32526,bcu,J0110.8+4345
4FGL J0111.4-7304,113.379,0.0728724,1.9667e-12,-43.9779,300.912,2,1.76567e-05,9.58064,1.60044,0.280676,-0.694381,bcu,J0111.4-7304
4FGL J0111.4+0534,55.0161,0.0513596,1.11929e-12,-56.9341,132.077,3,0.00617823,16.9083,1.84465,0.108988,-0.838043,bll,J0111.4+0534
4FGL J0112.0+3442,34.5728,0.0654773,7.00302e-13,-27.9754,127.606,5,0.107793,17.4554,2.04137,0.382197,-0.469092,unid,J0111.5+3442
4FGL J0112.0-6634,180.949,0.0795645,2.95467e-12,-50.3865,299.7,9,0.0381197,37.017,2.66335,0.151493,-0.770363,fsrq,J0112.2-6636
4FGL J0112.1+2245,29284.2,0.00998709,7.63439e-11,-39.8744,129.15,44,0.00427291,1002.46,2.00644,0.0596083,-0.641107,bll,J0112.1+2244
4FGL J0112.1-0321,82.0165,0.0901179,2.33917e-12,-65.7402,135.601,7,0.0184388,26.6713,2.42501,0.120427,-0.911692,fsrq,J0112.1-0322
4FGL J0112.5-0651,48.86,0.28339,2.14285e-12,-69.0958,137.84,1,0.0384633,19.5873,2.58999,0.298433,-0.934178,unid,J0112.6-0650
4FGL J0112.6-3158,40.2312,0.0669133,6.99554e-13,-83.3007,260.654,3,0.011936,15.149,1.91132,0.228074,-0.993172,bll,J0112.6-3159
4FGL J0112.8-7506,308.085,0.0292267,2.78893e-12,-41.9427,301.102,2,0.0132403,12.7807,1.83322,0.190263,-0.668387,bll,J0112.6-7506
4FGL J0112.8-0253,25.0426,0.0862472,4.91149e-13,-65.2339,135.767,3,3.6687e-05,15.25,2.00134,0.550013,-0.908026,bcu,J0112.8-0253
4FGL J0112.8+3208,5629.59,0.0161685,2.51715e-11,-30.5091,128.195,49,0.00736162,1275.75,2.29423,0.0705349,-0.507675,fsrq,J0112.8+3208
4FGL J0113.1-3553,509.787,0.0407515,4.86742e-12,-80.1041,276.352,10,0.0247357,168.36,2.44106,0.124939,-0.985122,fsrq,J0113.2-3552
4FGL J0113.4+4948,1551.07,0.0173104,1.27331e-11,-12.8989,126.585,10,0.0140364,490.408,2.20643,0.0750542,-0.223231,fsrq,J0113.5+4948
4FGL J0113.7+0225,83.2767,0.0556755,2.1777e-12,-59.9901,134.124,27,0.0245732,23.8593,2.43143,0.184783,-0.865939,bll,J0113.7+0223
4FGL J0114.0+6418,66.384,0.0503335,3.33673e-12,1.5371,125.361,3,0.0209073,46.6285,2.21451,0.0549717,0.0268243,bcu,J0113.8+6418
4FGL J0114.8+1326,1034.13,0.0218433,9.3567e-12,-49.0367,131.654,8,0.0141169,85.1439,2.05608,0.075817,-0.75513,bll,J0114.9+1326
4FGL J0114.9-3400,118.767,0.0275443,2.02781e-12,-81.4578,267.881,3,0.0232009,19.0368,2.1198,-0.0917323,-0.988907,bll,J0115.0-3359
4FGL J0115.1+2622,39.6361,0.0800529,1.57054e-12,-36.2218,129.505,2,0.0257113,28.0146,2.26309,0.0226488,-0.590912,bcu,J0115.0+2620
4FGL J0115.1-0129,261.802,0.0457457,5.70935e-12,-63.7186,136.477,14,0.0352165,75.3189,2.77928,-0.0398793,-0.896631,fsrq,J0115.2-0128
4FGL J0115.4-2917,63.2483,0.0426834,8.75114e-13,-84.287,236.41,3,0.0194151,11.8514,1.71575,0.269346,-0.995033,unid,J0115.4-2916
4FGL J0115.6-5653,34.71,0.0559611,7.3333e-13,-59.9223,296.341,3,5.03981e-05,4.25182,1.83054,0.00410429,-0.865346,bcu,J0115.6-5653
4FGL J0115.6+0356,1738.66,0.0200185,1.18948e-11,-58.3774,134.532,13,0.0137388,35.1197,2.00113,0.0849924,-0.85152,bll,J0115.7+0356
4FGL J0115.8+2519,2129.04,0.0148945,1.63733e-11,-37.2102,129.85,9,0.00221837,337.63,1.86612,0.0191533,-0.604741,bll,J0115.8+2520
4FGL J0116.0-1136,1058.34,0.0309459,9.56922e-12,-73.4416,144.549,12,0.0128314,327.15,2.40442,0.0155305,-0.95853,fsrq,J0116.0-1136
4FGL J0116.0-2745,147.145,0.0322814,1.78296e-12,-84.5354,220.891,3,0.0239427,21.1905,1.7484,0.168028,-0.995455,bll,J0115.9-2745
4FGL J0116.2-6153,256.922,0.02821,2.36986e-12,-54.9907,297.845,2,0.00292228,15.4766,1.87627,0.0904561,-0.819059,bll,J0116.2-6153
